pickup,destination,distance,time,passengers,payment_type,temperature,weather_condition,traffic_condition,fare_amount
Lalitpur,Dharan,7.3,5,2,cash,29,clear,moderate,896
Butwal,Patan,9.0,34,4,credit card,29,rainy,moderate,1852
Butwal,Chitwan,6.9,30,4,credit card,30,cloudy,moderate,1387
Patan,Biratnagar,1.9,26,3,cash,16,cloudy,moderate,619
Lalitpur,Patan,9.0,13,2,credit card,23,rainy,light,1506
Biratnagar,Lalitpur,6.5,30,2,cash,19,clear,light,1036
Patan,Biratnagar,9.6,39,3,credit card,19,rainy,light,2005
Biratnagar,Chitwan,7.5,52,2,credit card,30,cloudy,light,1595
Birgunj,Biratnagar,8.7,24,3,cash,15,rainy,heavy,2116
Birgunj,Lalitpur,9.4,52,2,cash,26,cloudy,moderate,1561
Patan,Butwal,10.0,31,3,credit card,29,rainy,light,1909
Biratnagar,Pokhara,1.9,52,1,cash,25,rainy,moderate,808
Dharan,Patan,2.3,41,2,cash,27,clear,heavy,1154
Pokhara,Chitwan,1.1,14,3,credit card,22,rainy,light,548
Bhaktapur,Biratnagar,1.2,57,2,credit card,25,rainy,heavy,1597
Pokhara,Patan,9.4,17,4,cash,25,clear,light,1333
Butwal,Kathmandu,6.5,8,2,cash,15,clear,moderate,870
Butwal,Biratnagar,6.8,11,1,credit card,29,rainy,moderate,1097
Butwal,Birgunj,4.5,6,1,cash,19,rainy,moderate,566
Pokhara,Biratnagar,6.5,58,4,credit card,19,clear,heavy,2553
Lalitpur,Butwal,8.5,22,3,credit card,28,cloudy,heavy,2181
Butwal,Biratnagar,0.6,30,1,credit card,22,clear,heavy,692
Bhaktapur,Patan,5.3,40,1,credit card,17,cloudy,moderate,1169
Bhaktapur,Chitwan,2.1,60,1,cash,16,rainy,moderate,931
Bhaktapur,Biratnagar,2.3,41,1,credit card,21,rainy,light,865
Butwal,Chitwan,1.7,10,1,credit card,30,rainy,heavy,683
Bhaktapur,Chitwan,2.3,51,4,credit card,27,cloudy,light,1155
Chitwan,Kathmandu,0.9,50,2,credit card,17,clear,light,841
Bhaktapur,Pokhara,4.7,29,1,cash,20,clear,heavy,1192
Bhaktapur,Dharan,8.5,23,1,credit card,16,rainy,moderate,1478
Birgunj,Biratnagar,8.8,5,1,cash,23,rainy,light,1070
Bhaktapur,Birgunj,1.3,25,1,cash,24,rainy,light,463
Bhaktapur,Kathmandu,0.8,30,4,credit card,30,clear,moderate,707
Dharan,Chitwan,1.3,51,3,credit card,18,clear,heavy,1387
Pokhara,Dharan,7.2,31,2,cash,15,cloudy,heavy,1661
Dharan,Lalitpur,4.3,5,1,cash,27,clear,heavy,754
Dharan,Lalitpur,1.1,20,1,cash,16,rainy,light,408
Lalitpur,Butwal,9.4,12,2,cash,25,cloudy,light,1119
Chitwan,Bhaktapur,1.8,54,2,credit card,28,rainy,moderate,1117
Biratnagar,Lalitpur,5.8,18,2,cash,28,clear,moderate,901
Lalitpur,Butwal,4.6,21,4,credit card,18,rainy,light,1107
Dharan,Butwal,2.4,14,4,cash,29,clear,heavy,868
Pokhara,Patan,6.9,60,4,credit card,25,rainy,moderate,1966
Birgunj,Biratnagar,4.7,45,3,cash,22,clear,heavy,1646
Birgunj,Butwal,4.7,9,1,credit card,17,clear,light,722
Kathmandu,Bhaktapur,0.7,21,4,cash,30,clear,light,441
Dharan,Pokhara,7.7,47,4,cash,25,cloudy,heavy,2128
Dharan,Butwal,6.1,34,4,cash,16,cloudy,moderate,1101
Bhaktapur,Biratnagar,5.9,27,4,cash,23,clear,heavy,1616
Pokhara,Bhaktapur,7.8,58,4,credit card,21,clear,light,1915
Pokhara,Kathmandu,9.8,55,1,credit card,28,cloudy,moderate,1860
Chitwan,Dharan,2.3,57,1,credit card,18,cloudy,heavy,1526
Lalitpur,Patan,4.9,24,3,cash,23,cloudy,light,925
Dharan,Birgunj,3.5,21,4,cash,18,cloudy,moderate,763
Kathmandu,Butwal,7.0,51,1,cash,24,rainy,heavy,2094
Birgunj,Patan,5.8,48,4,credit card,28,cloudy,light,1532
Butwal,Kathmandu,9.0,41,1,credit card,22,clear,heavy,2433
Lalitpur,Chitwan,8.7,23,1,cash,29,cloudy,heavy,1727
Dharan,Lalitpur,9.0,29,3,cash,23,cloudy,heavy,2032
Lalitpur,Birgunj,2.1,14,2,cash,24,rainy,moderate,488
Bhaktapur,Chitwan,9.6,47,4,cash,30,rainy,moderate,1833
Patan,Bhaktapur,0.5,26,3,cash,30,cloudy,moderate,503
Butwal,Bhaktapur,0.9,27,3,credit card,30,rainy,moderate,679
Lalitpur,Butwal,3.6,15,4,credit card,20,cloudy,heavy,1275
Dharan,Butwal,1.5,46,2,cash,25,clear,moderate,731
Dharan,Lalitpur,4.8,50,4,cash,17,rainy,moderate,1252
Biratnagar,Dharan,2.7,43,3,cash,17,clear,heavy,1270
Bhaktapur,Dharan,8.7,17,1,credit card,22,clear,moderate,1350
Chitwan,Birgunj,8.8,19,2,cash,28,cloudy,heavy,1800
Pokhara,Lalitpur,7.2,6,4,cash,16,cloudy,light,990
Patan,Kathmandu,7.7,38,4,cash,30,cloudy,light,1301
Biratnagar,Dharan,2.6,22,4,cash,19,clear,heavy,1006
Butwal,Lalitpur,7.8,60,3,credit card,17,clear,heavy,2765
Birgunj,Lalitpur,3.7,21,2,credit card,28,clear,heavy,1268
Biratnagar,Bhaktapur,10.0,45,3,credit card,27,cloudy,moderate,1918
Chitwan,Patan,8.2,49,1,credit card,21,rainy,heavy,2655
Butwal,Bhaktapur,5.5,33,4,credit card,22,rainy,moderate,1439
Chitwan,Bhaktapur,2.8,22,2,cash,22,cloudy,light,599
Pokhara,Chitwan,4.4,46,3,credit card,20,rainy,light,1368
Butwal,Birgunj,2.0,49,1,credit card,26,clear,light,856
Dharan,Biratnagar,1.7,31,2,credit card,22,cloudy,light,659
Kathmandu,Pokhara,9.5,37,1,cash,19,cloudy,light,1407
Lalitpur,Dharan,8.8,42,3,cash,16,rainy,moderate,1552
Patan,Kathmandu,9.1,22,2,credit card,23,rainy,heavy,2460
Dharan,Chitwan,5.7,36,2,cash,30,rainy,light,1152
Kathmandu,Butwal,8.9,37,4,credit card,28,cloudy,moderate,1729
Patan,Pokhara,6.7,57,2,credit card,16,rainy,heavy,2645
Pokhara,Chitwan,8.2,45,3,cash,29,clear,heavy,2166
Kathmandu,Bhaktapur,5.1,21,4,cash,22,cloudy,light,948
Butwal,Patan,7.1,30,3,cash,17,rainy,moderate,1274
Biratnagar,Butwal,1.6,14,2,credit card,29,clear,light,503
Butwal,Pokhara,6.7,44,2,credit card,23,cloudy,light,1429
Bhaktapur,Lalitpur,3.0,19,1,cash,20,clear,heavy,787
Dharan,Patan,9.4,15,1,credit card,21,clear,heavy,2081
Birgunj,Bhaktapur,4.7,41,1,cash,23,rainy,heavy,1557
Kathmandu,Pokhara,1.0,14,3,cash,29,cloudy,moderate,367
Kathmandu,Birgunj,7.9,56,3,cash,25,cloudy,heavy,2201
Pokhara,Birgunj,9.7,60,2,credit card,25,clear,light,2050
Lalitpur,Pokhara,9.9,7,3,credit card,27,rainy,heavy,2401
Patan,Birgunj,6.1,60,4,cash,18,rainy,heavy,2276
Dharan,Biratnagar,3.0,55,2,cash,15,rainy,heavy,1599
Birgunj,Lalitpur,6.3,56,4,credit card,17,cloudy,heavy,2494
Butwal,Pokhara,9.5,56,3,cash,30,rainy,light,1817
Pokhara,Chitwan,6.8,36,3,credit card,16,cloudy,moderate,1452
Lalitpur,Patan,0.6,31,3,cash,21,rainy,moderate,567
Patan,Butwal,0.8,29,4,cash,22,clear,heavy,870
Butwal,Kathmandu,0.7,22,1,cash,26,rainy,heavy,590
Dharan,Butwal,3.5,19,3,credit card,22,cloudy,heavy,1193
Patan,Biratnagar,4.7,51,2,cash,25,cloudy,moderate,1102
Dharan,Chitwan,4.6,29,3,cash,17,clear,heavy,1305
Dharan,Lalitpur,7.6,28,4,credit card,27,clear,heavy,2239
Bhaktapur,Butwal,6.1,37,4,credit card,17,rainy,heavy,2348
Biratnagar,Chitwan,4.7,47,2,cash,16,rainy,moderate,1102
Bhaktapur,Patan,7.9,39,4,cash,28,cloudy,moderate,1409
Patan,Bhaktapur,2.1,46,2,cash,15,rainy,moderate,878
Chitwan,Bhaktapur,8.5,44,1,credit card,27,cloudy,light,1595
Dharan,Bhaktapur,7.7,53,4,credit card,17,clear,moderate,1765
Dharan,Pokhara,9.5,52,1,cash,15,clear,moderate,1533
Biratnagar,Dharan,2.4,59,4,cash,18,clear,moderate,980
Biratnagar,Butwal,5.3,13,1,credit card,28,rainy,light,944
Chitwan,Bhaktapur,5.3,60,2,credit card,21,cloudy,moderate,1506
Patan,Chitwan,5.7,15,3,cash,27,cloudy,light,914
Birgunj,Lalitpur,7.0,18,4,credit card,30,rainy,heavy,2101
Dharan,Birgunj,1.6,60,2,credit card,16,cloudy,moderate,1057
Biratnagar,Lalitpur,0.5,14,3,credit card,18,rainy,heavy,651
Patan,Dharan,7.9,11,3,credit card,25,rainy,heavy,2041
Dharan,Lalitpur,6.3,13,2,cash,21,clear,moderate,847
Birgunj,Patan,8.4,51,3,credit card,18,rainy,light,2029
Pokhara,Patan,7.7,36,1,credit card,27,rainy,light,1557
Kathmandu,Biratnagar,7.2,36,2,credit card,22,clear,moderate,1397
Kathmandu,Chitwan,2.5,8,4,credit card,21,cloudy,light,638
Dharan,Patan,8.2,14,4,cash,25,clear,heavy,1766
Chitwan,Lalitpur,2.1,19,1,cash,16,clear,heavy,646
Dharan,Chitwan,4.8,35,4,credit card,24,rainy,heavy,2015
Biratnagar,Pokhara,7.6,39,2,credit card,29,clear,moderate,1486
Pokhara,Bhaktapur,3.3,41,4,credit card,19,clear,light,1103
Bhaktapur,Dharan,0.8,35,1,cash,28,rainy,light,506
Butwal,Dharan,3.0,43,4,cash,21,rainy,moderate,1031
Patan,Dharan,8.0,56,4,cash,28,rainy,light,1731
Dharan,Chitwan,1.9,37,2,credit card,19,rainy,light,841
Biratnagar,Birgunj,3.4,60,4,cash,22,cloudy,light,1188
Birgunj,Butwal,3.7,34,3,credit card,27,cloudy,moderate,1027
Patan,Birgunj,4.3,31,1,credit card,17,clear,heavy,1395
Birgunj,Dharan,5.8,46,3,cash,21,rainy,light,1342
Lalitpur,Patan,9.5,50,4,credit card,18,rainy,heavy,3274
Bhaktapur,Birgunj,8.4,52,4,cash,18,cloudy,moderate,1608
Biratnagar,Dharan,9.5,15,1,credit card,22,cloudy,heavy,2065
Biratnagar,Lalitpur,3.6,56,2,cash,30,cloudy,moderate,1029
Bhaktapur,Lalitpur,3.2,31,4,cash,17,clear,light,830
Chitwan,Patan,1.3,20,4,cash,18,rainy,heavy,840
Patan,Dharan,1.7,45,3,credit card,17,rainy,heavy,1483
Pokhara,Birgunj,3.2,13,2,cash,22,rainy,heavy,876
Lalitpur,Butwal,7.0,22,3,cash,15,clear,heavy,1590
Butwal,Pokhara,3.7,5,4,credit card,21,cloudy,light,701
Chitwan,Bhaktapur,6.4,27,3,credit card,19,cloudy,moderate,1226
Pokhara,Patan,2.8,60,3,credit card,23,clear,light,1265
Butwal,Lalitpur,0.7,59,4,credit card,25,cloudy,light,1047
Pokhara,Biratnagar,2.5,45,1,credit card,24,rainy,light,952
Lalitpur,Kathmandu,8.3,51,4,credit card,29,rainy,heavy,3094
Lalitpur,Birgunj,8.1,41,4,credit card,18,clear,moderate,1689
Birgunj,Chitwan,3.2,29,1,credit card,22,rainy,moderate,822
Bhaktapur,Patan,1.4,58,4,credit card,19,cloudy,light,1092
Bhaktapur,Dharan,6.3,19,4,credit card,16,cloudy,heavy,1788
Birgunj,Dharan,4.1,23,3,credit card,19,clear,light,939
Butwal,Bhaktapur,6.1,58,3,credit card,17,rainy,moderate,1750
Patan,Pokhara,3.5,25,3,cash,15,rainy,light,856
Pokhara,Kathmandu,2.1,54,1,cash,26,rainy,light,846
Bhaktapur,Birgunj,4.2,21,2,cash,15,cloudy,moderate,698
Birgunj,Patan,7.6,52,1,credit card,17,rainy,heavy,2626
Biratnagar,Lalitpur,4.4,49,4,credit card,19,clear,heavy,1987
Kathmandu,Lalitpur,4.4,26,3,cash,22,cloudy,light,888
Lalitpur,Butwal,8.4,42,1,cash,29,rainy,light,1485
Pokhara,Butwal,5.2,19,1,cash,19,clear,light,734
Kathmandu,Lalitpur,9.4,6,3,cash,15,clear,heavy,1720
Bhaktapur,Kathmandu,8.9,36,1,credit card,21,rainy,moderate,1720
Birgunj,Pokhara,3.7,52,3,credit card,15,rainy,moderate,1347
Bhaktapur,Biratnagar,9.5,17,3,cash,17,rainy,heavy,2119
Lalitpur,Bhaktapur,1.2,19,4,credit card,30,cloudy,heavy,916
Butwal,Biratnagar,1.0,13,1,cash,17,clear,light,240
Pokhara,Biratnagar,9.0,40,4,credit card,18,clear,heavy,2667
Chitwan,Kathmandu,6.5,13,4,cash,20,rainy,moderate,1062
Biratnagar,Patan,1.0,54,4,credit card,21,cloudy,moderate,974
Chitwan,Lalitpur,1.2,58,1,cash,19,clear,heavy,1170
Patan,Pokhara,7.1,35,1,cash,20,rainy,moderate,1172
Chitwan,Patan,8.2,23,3,cash,21,clear,light,1160
Lalitpur,Pokhara,9.5,58,3,cash,30,cloudy,light,1675
Bhaktapur,Biratnagar,8.5,30,4,cash,19,rainy,light,1443
Lalitpur,Kathmandu,2.1,26,1,credit card,28,cloudy,heavy,900
Birgunj,Lalitpur,3.6,57,1,credit card,29,cloudy,light,1194
Lalitpur,Pokhara,9.2,21,3,cash,26,cloudy,light,1263
Birgunj,Butwal,2.9,20,1,credit card,16,cloudy,moderate,612
Kathmandu,Patan,6.6,44,1,credit card,22,clear,moderate,1392
Butwal,Pokhara,0.6,11,2,cash,24,rainy,light,264
Dharan,Bhaktapur,6.9,41,3,cash,23,rainy,heavy,2012
Butwal,Chitwan,0.7,57,2,credit card,22,clear,light,872
Pokhara,Kathmandu,6.1,55,1,cash,16,rainy,moderate,1284
Butwal,Pokhara,3.8,54,1,credit card,30,rainy,moderate,1240
Chitwan,Lalitpur,6.7,22,4,cash,24,cloudy,heavy,1586
Bhaktapur,Biratnagar,9.6,10,3,credit card,25,clear,moderate,1425
Bhaktapur,Lalitpur,4.8,29,2,cash,26,cloudy,heavy,1295
Biratnagar,Dharan,4.7,21,2,cash,19,cloudy,heavy,1155
Patan,Bhaktapur,0.6,20,2,cash,22,cloudy,light,346
Bhaktapur,Lalitpur,1.3,45,3,cash,22,cloudy,light,716
Dharan,Butwal,8.8,22,4,credit card,29,cloudy,moderate,1546
Birgunj,Pokhara,3.4,49,1,cash,25,clear,heavy,1305
Birgunj,Lalitpur,2.0,27,4,credit card,28,rainy,moderate,899
Patan,Lalitpur,4.7,23,3,cash,15,rainy,heavy,1403
Birgunj,Kathmandu,8.5,45,3,cash,17,rainy,moderate,1607
Biratnagar,Birgunj,1.4,25,2,cash,22,clear,light,466
Patan,Dharan,9.1,12,2,cash,30,cloudy,light,1168
Patan,Dharan,8.8,42,4,credit card,20,rainy,light,1962
Lalitpur,Butwal,1.6,43,4,cash,23,rainy,moderate,842
Dharan,Butwal,1.9,28,2,cash,27,cloudy,moderate,578
Birgunj,Pokhara,9.7,8,3,cash,19,rainy,light,1365
Lalitpur,Patan,6.9,33,4,cash,22,rainy,moderate,1301
Dharan,Biratnagar,3.9,58,2,credit card,27,rainy,light,1384
Pokhara,Dharan,5.9,33,4,credit card,23,rainy,heavy,2240
Lalitpur,Chitwan,1.3,53,3,credit card,26,clear,heavy,1451
Pokhara,Chitwan,0.6,41,3,cash,16,rainy,heavy,1057
Butwal,Birgunj,9.0,42,1,cash,21,clear,light,1355
Bhaktapur,Kathmandu,0.5,21,1,credit card,18,clear,heavy,584
Biratnagar,Butwal,8.1,22,1,cash,29,clear,light,1034
Butwal,Bhaktapur,5.2,27,2,cash,28,rainy,heavy,1491
Biratnagar,Pokhara,1.3,30,2,credit card,30,clear,moderate,643
Butwal,Chitwan,6.2,31,3,credit card,25,cloudy,heavy,1981
Birgunj,Patan,2.8,26,2,credit card,26,clear,light,725
Birgunj,Lalitpur,7.0,34,3,credit card,29,rainy,heavy,2353
Lalitpur,Kathmandu,5.6,41,1,credit card,30,cloudy,light,1252
Kathmandu,Birgunj,5.7,20,1,cash,27,rainy,light,886
Biratnagar,Patan,0.9,59,4,cash,16,clear,light,872
Lalitpur,Dharan,7.0,51,4,credit card,24,clear,heavy,2506
Bhaktapur,Chitwan,2.4,37,2,credit card,24,cloudy,light,861
Kathmandu,Lalitpur,0.6,8,3,cash,30,clear,light,264
Chitwan,Kathmandu,2.8,47,4,cash,20,cloudy,heavy,1436
Bhaktapur,Dharan,4.1,14,4,cash,26,clear,moderate,704
Lalitpur,Kathmandu,5.4,37,1,cash,22,rainy,light,1092
Lalitpur,Butwal,6.0,33,2,cash,20,clear,moderate,1071
Dharan,Butwal,5.7,5,3,credit card,26,cloudy,light,888
Kathmandu,Lalitpur,9.0,39,1,credit card,22,clear,light,1629
Lalitpur,Chitwan,6.6,11,3,cash,28,clear,light,965
Chitwan,Bhaktapur,5.2,33,4,credit card,21,clear,light,1262
Pokhara,Dharan,3.1,26,1,cash,21,cloudy,light,658
Lalitpur,Patan,7.7,20,2,credit card,18,cloudy,moderate,1334
Lalitpur,Butwal,2.1,20,2,cash,24,clear,light,554
Patan,Butwal,5.2,38,3,cash,28,cloudy,light,1085
Biratnagar,Lalitpur,8.1,31,2,credit card,18,cloudy,heavy,2185
Bhaktapur,Lalitpur,5.6,42,3,credit card,25,clear,heavy,2040
Lalitpur,Chitwan,2.0,33,2,cash,29,cloudy,heavy,983
Bhaktapur,Chitwan,7.9,15,3,credit card,27,rainy,light,1446
Bhaktapur,Lalitpur,3.6,58,1,credit card,18,rainy,heavy,1953
Birgunj,Pokhara,2.3,30,4,cash,22,clear,light,771
Pokhara,Dharan,9.6,12,2,credit card,18,clear,heavy,2141
Kathmandu,Patan,5.1,15,3,cash,20,cloudy,moderate,840
Patan,Butwal,5.4,38,2,cash,29,cloudy,light,974
Butwal,Pokhara,5.9,50,4,credit card,28,rainy,light,1719
Dharan,Lalitpur,9.3,10,3,cash,29,rainy,moderate,1259
Pokhara,Birgunj,0.7,41,1,credit card,19,clear,moderate,588
Birgunj,Lalitpur,9.2,12,4,cash,15,rainy,heavy,2006
Birgunj,Bhaktapur,4.5,53,1,credit card,21,rainy,moderate,1355
Butwal,Chitwan,3.9,38,1,credit card,29,clear,heavy,1459
Biratnagar,Birgunj,3.6,53,4,cash,15,rainy,heavy,1848
Bhaktapur,Kathmandu,4.0,8,3,credit card,18,rainy,light,832
Chitwan,Birgunj,4.2,52,3,cash,19,cloudy,light,1057
Birgunj,Chitwan,2.2,34,1,credit card,18,cloudy,moderate,688
Butwal,Patan,8.5,20,2,cash,24,cloudy,moderate,1189
Dharan,Butwal,0.6,23,1,cash,28,rainy,light,385
Lalitpur,Pokhara,5.4,50,3,credit card,21,clear,heavy,2143
Pokhara,Chitwan,2.7,41,2,credit card,24,clear,moderate,890
Butwal,Lalitpur,3.1,19,3,cash,19,cloudy,moderate,670
Kathmandu,Biratnagar,4.2,26,2,credit card,29,rainy,moderate,1073
Butwal,Birgunj,1.3,46,3,credit card,20,cloudy,heavy,1381
Biratnagar,Lalitpur,7.2,15,4,cash,20,rainy,moderate,1190
Pokhara,Kathmandu,10.0,37,3,cash,18,rainy,moderate,1671
Patan,Birgunj,8.4,35,4,credit card,17,rainy,light,1866
Dharan,Kathmandu,3.5,51,4,cash,19,rainy,light,1163
Lalitpur,Butwal,2.2,25,3,credit card,26,clear,moderate,787
Bhaktapur,Chitwan,8.7,6,3,cash,29,cloudy,heavy,1616
Pokhara,Kathmandu,6.1,47,1,credit card,18,cloudy,heavy,2018
Lalitpur,Bhaktapur,3.8,11,3,cash,18,clear,heavy,999
Birgunj,Butwal,9.7,59,2,credit card,26,rainy,moderate,2224
Patan,Lalitpur,5.9,31,1,credit card,16,clear,moderate,1099
Kathmandu,Pokhara,3.5,39,2,credit card,26,rainy,heavy,1621
Birgunj,Patan,7.0,44,1,cash,20,cloudy,moderate,1223
Bhaktapur,Birgunj,1.3,34,4,cash,20,rainy,light,784
Birgunj,Biratnagar,7.6,46,3,cash,23,rainy,heavy,2252
Kathmandu,Birgunj,4.4,41,4,cash,17,clear,light,1002
Lalitpur,Kathmandu,0.9,45,1,cash,26,rainy,heavy,986
Dharan,Kathmandu,8.6,9,1,cash,20,rainy,heavy,1628
Patan,Birgunj,3.1,39,4,credit card,18,clear,light,1071
Birgunj,Chitwan,8.9,13,4,credit card,26,clear,moderate,1485
Birgunj,Chitwan,5.5,15,3,cash,16,rainy,heavy,1426
Pokhara,Butwal,6.1,8,4,credit card,26,cloudy,light,1058
Bhaktapur,Kathmandu,5.2,14,3,credit card,21,cloudy,moderate,954
Bhaktapur,Butwal,9.2,50,1,cash,20,clear,heavy,2205
Butwal,Patan,6.9,32,3,cash,15,clear,light,1111
Dharan,Pokhara,4.8,50,2,cash,24,clear,light,1105
Chitwan,Butwal,1.0,39,1,cash,29,rainy,light,561
Birgunj,Patan,3.7,20,4,credit card,21,clear,heavy,1377
Birgunj,Pokhara,9.0,40,4,cash,16,cloudy,heavy,2211
Butwal,Dharan,1.7,7,2,cash,26,cloudy,heavy,536
Biratnagar,Bhaktapur,5.2,41,3,cash,24,cloudy,moderate,1085
Kathmandu,Patan,4.1,20,4,cash,30,rainy,light,910
Lalitpur,Butwal,9.2,20,2,credit card,23,rainy,light,1572
Kathmandu,Bhaktapur,4.6,30,3,cash,28,cloudy,light,917
Patan,Bhaktapur,3.8,57,2,cash,23,clear,heavy,1538
Biratnagar,Bhaktapur,3.7,20,3,cash,15,cloudy,heavy,1101
Pokhara,Lalitpur,5.1,43,1,credit card,23,cloudy,light,1181
Lalitpur,Chitwan,7.3,6,2,cash,29,cloudy,moderate,922
Butwal,Chitwan,5.8,24,4,cash,27,clear,light,971
Chitwan,Butwal,3.0,24,2,credit card,28,clear,heavy,1140
Kathmandu,Chitwan,1.2,21,1,cash,21,rainy,light,460
Biratnagar,Pokhara,5.7,22,4,credit card,28,clear,heavy,1805
Lalitpur,Pokhara,2.0,18,3,cash,30,cloudy,light,539
Biratnagar,Butwal,7.9,43,2,credit card,27,clear,light,1630
Lalitpur,Patan,3.0,18,1,credit card,21,rainy,light,664
Kathmandu,Butwal,5.6,20,3,credit card,29,clear,moderate,1053
Dharan,Lalitpur,1.1,8,2,cash,27,rainy,heavy,458
Birgunj,Patan,9.7,9,4,credit card,16,cloudy,heavy,2309
Patan,Dharan,9.0,47,1,credit card,24,rainy,light,1860
Kathmandu,Dharan,1.7,26,1,cash,19,clear,light,478
Bhaktapur,Kathmandu,0.6,35,1,cash,16,clear,light,456
Chitwan,Bhaktapur,1.3,52,4,cash,29,clear,moderate,854
Chitwan,Bhaktapur,6.5,12,2,credit card,24,clear,light,1025
Patan,Biratnagar,7.3,42,2,credit card,30,rainy,moderate,1638
Dharan,Chitwan,3.1,27,2,credit card,26,clear,heavy,1196
Chitwan,Pokhara,1.5,15,4,cash,22,clear,moderate,545
Birgunj,Chitwan,6.8,12,2,credit card,19,rainy,heavy,1795
Patan,Birgunj,8.9,8,2,cash,20,clear,heavy,1582
Butwal,Biratnagar,8.1,54,2,cash,29,rainy,light,1644
Bhaktapur,Dharan,8.5,50,3,credit card,15,clear,moderate,1790
Chitwan,Lalitpur,9.6,54,3,credit card,25,clear,moderate,1985
Birgunj,Bhaktapur,6.0,33,1,cash,29,cloudy,heavy,1467
Patan,Bhaktapur,3.1,22,2,credit card,23,clear,heavy,1169
Birgunj,Pokhara,8.0,31,2,credit card,24,rainy,heavy,2350
Butwal,Bhaktapur,5.9,14,2,cash,27,cloudy,moderate,789
Butwal,Chitwan,1.4,51,1,credit card,26,clear,light,813
Patan,Biratnagar,7.2,60,1,credit card,18,clear,light,1647
Kathmandu,Dharan,1.4,14,4,credit card,24,clear,light,543
Pokhara,Birgunj,2.9,45,3,credit card,25,rainy,light,1162
Pokhara,Chitwan,1.1,30,3,credit card,26,cloudy,moderate,711
Birgunj,Bhaktapur,4.2,5,1,cash,17,clear,heavy,797
Pokhara,Chitwan,7.5,8,1,cash,23,cloudy,light,924
Biratnagar,Pokhara,8.7,33,3,credit card,22,cloudy,heavy,2450
Lalitpur,Butwal,3.7,43,4,credit card,19,clear,moderate,1170
Butwal,Bhaktapur,7.2,57,3,cash,18,cloudy,light,1457
Birgunj,Bhaktapur,3.2,15,3,cash,24,clear,moderate,647
Bhaktapur,Lalitpur,9.5,51,3,credit card,25,rainy,heavy,3194
Dharan,Biratnagar,4.9,23,4,credit card,26,cloudy,heavy,1637
Dharan,Chitwan,8.8,21,4,cash,26,clear,heavy,1960
Birgunj,Biratnagar,5.4,18,2,cash,21,cloudy,heavy,1238
Butwal,Biratnagar,4.6,11,3,cash,18,cloudy,moderate,742
Pokhara,Birgunj,4.9,43,1,cash,26,clear,light,1007
Chitwan,Butwal,2.7,31,1,credit card,22,rainy,heavy,1274
Biratnagar,Butwal,3.9,53,1,cash,17,rainy,heavy,1644
Patan,Dharan,6.0,13,4,credit card,19,cloudy,moderate,1067
Dharan,Pokhara,9.0,53,2,credit card,30,cloudy,heavy,2718
Birgunj,Bhaktapur,1.9,22,4,cash,21,clear,moderate,573
Bhaktapur,Chitwan,1.1,38,4,cash,23,cloudy,light,704
Bhaktapur,Patan,6.8,32,3,cash,28,clear,heavy,1716
Dharan,Birgunj,4.1,35,2,cash,20,clear,heavy,1249
Kathmandu,Chitwan,3.7,23,2,cash,27,cloudy,heavy,1066
Patan,Chitwan,2.4,30,3,credit card,18,cloudy,light,789
Chitwan,Kathmandu,4.5,34,1,cash,16,cloudy,moderate,810
Biratnagar,Bhaktapur,4.1,24,1,cash,16,clear,light,717
Chitwan,Butwal,8.6,14,1,cash,21,cloudy,light,1045
Biratnagar,Chitwan,4.7,59,4,cash,24,cloudy,moderate,1293
Butwal,Kathmandu,7.4,40,4,cash,21,clear,light,1297
Dharan,Patan,5.5,7,1,cash,22,cloudy,heavy,994
Kathmandu,Patan,3.6,33,3,cash,30,rainy,moderate,947
Pokhara,Birgunj,1.5,39,2,credit card,16,rainy,heavy,1300
Butwal,Lalitpur,3.6,25,4,cash,19,clear,heavy,1190
Patan,Dharan,9.2,51,4,credit card,28,clear,moderate,1911
Bhaktapur,Butwal,3.3,44,1,cash,29,clear,light,829
Pokhara,Dharan,4.6,56,2,cash,30,clear,light,1130
Bhaktapur,Birgunj,4.8,56,2,credit card,19,clear,moderate,1374
Bhaktapur,Birgunj,3.9,40,4,credit card,24,rainy,heavy,2004
Kathmandu,Butwal,9.3,41,2,credit card,30,clear,moderate,1688
Butwal,Dharan,7.2,7,4,credit card,20,rainy,heavy,1965
Chitwan,Pokhara,9.0,40,1,cash,17,rainy,heavy,2267
Chitwan,Kathmandu,8.5,8,3,credit card,25,clear,light,1327
Birgunj,Patan,4.1,55,3,cash,30,clear,light,1144
Pokhara,Chitwan,5.6,51,2,credit card,15,rainy,light,1521
Lalitpur,Pokhara,6.3,60,2,credit card,30,clear,heavy,2362
Patan,Dharan,1.9,55,4,cash,29,cloudy,light,910
Pokhara,Dharan,1.8,40,3,cash,15,cloudy,heavy,1078
Pokhara,Lalitpur,3.2,30,1,cash,21,rainy,light,744
Birgunj,Dharan,0.9,36,3,credit card,24,rainy,moderate,799
Pokhara,Lalitpur,7.7,7,1,cash,20,clear,heavy,1332
Biratnagar,Dharan,9.5,26,4,cash,25,rainy,light,1567
Chitwan,Dharan,9.2,21,3,credit card,29,cloudy,moderate,1540
Biratnagar,Birgunj,4.0,13,3,credit card,29,rainy,heavy,1391
Pokhara,Biratnagar,5.7,5,4,credit card,18,rainy,moderate,1062
